Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1759515554,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1759515555,2,,Aggregated,0.000000,0.000000,3,3,4,4,8,8,8,8,8,8,8,6,0,3,4.014166668639518,2.5883000052999705,8.103200001642108,894.1666666666666
1759515556,4,,Aggregated,0.000000,0.000000,3,3,4,5,6,8,8,8,8,8,8,13,0,3,3.739976924127684,2.4760000233072788,8.103200001642108,865.4615384615385
1759515557,6,,Aggregated,6.000000,0.000000,3,3,3,3,5,6,8,8,8,8,8,21,0,3,3.3827523833939006,2.2515000018756837,8.103200001642108,885.7142857142857
1759515558,8,,Aggregated,6.000000,0.000000,3,3,3,3,4,6,8,8,8,8,8,31,0,3,3.1839161313274094,2.2515000018756837,8.103200001642108,880.9677419354839
1759515559,12,,Aggregated,6.333333,0.000000,3,3,3,3,4,5,8,8,8,8,8,43,0,3,3.08086744409466,2.2071000130381435,8.103200001642108,896.9767441860465
1759515560,14,,Aggregated,6.750000,0.000000,3,3,3,3,4,6,8,17,17,17,17,58,0,3,3.233653449569829,2.2071000130381435,16.517899988684803,898.0689655172414
1759515561,16,,Aggregated,7.400000,0.000000,3,3,3,3,3,5,8,17,17,17,17,71,0,3,3.148538029742834,2.2071000130381435,16.517899988684803,890.7887323943662
1759515562,18,,Aggregated,8.166667,0.000000,3,3,3,3,4,4,8,17,17,17,17,86,0,3,3.12140814115315,2.2071000130381435,16.517899988684803,892.6046511627907
1759515564,20,,Aggregated,9.142857,0.000000,3,3,3,3,4,4,8,17,17,17,17,104,0,3,3.2453365403433474,2.2071000130381435,17.292900010943413,913.5480769230769
1759515565,20,,Aggregated,9.625000,0.000000,3,3,3,3,4,4,8,17,17,17,17,122,0,3,3.1705254113461945,2.171300002373755,17.292900010943413,899.7622950819672
1759515566,20,,Aggregated,9.555556,0.000000,3,3,3,3,4,4,17,17,17,17,17,136,0,3,3.2420720599475317,2.171300002373755,17.292900010943413,896.0735294117648
1759515567,20,,Aggregated,10.400000,0.000000,3,3,3,3,4,4,17,17,17,17,17,149,0,3,3.2712530212683117,1.764099986758083,17.47570000588894,895.5704697986578
1759515568,20,,Aggregated,11.600000,0.000000,3,3,3,3,4,4,17,17,17,17,17,160,0,3,3.238246251203236,1.764099986758083,17.47570000588894,902.8875
1759515569,20,,Aggregated,13.000000,0.000000,3,3,3,3,4,4,17,17,17,17,17,173,0,3,3.2029849722055515,1.764099986758083,17.47570000588894,887.2543352601156
1759515570,20,,Aggregated,13.000000,0.000000,3,3,3,3,4,4,17,17,17,17,17,187,0,3,3.166143316619925,1.764099986758083,17.47570000588894,902.812834224599
1759515571,20,,Aggregated,13.500000,0.000000,3,3,3,3,3,4,17,17,17,17,17,197,0,3,3.1404086305324914,1.764099986758083,17.47570000588894,900.4365482233502
1759515572,20,,Aggregated,13.500000,0.000000,3,3,3,3,3,4,8,17,17,17,17,211,0,3,3.120472512767381,1.764099986758083,17.47570000588894,899.7962085308056
1759515573,20,,Aggregated,13.200000,0.000000,3,3,3,3,3,4,8,17,17,17,17,225,0,3,3.098057334104346,1.764099986758083,17.47570000588894,902.9155555555556
1759515574,20,,Aggregated,13.400000,0.000000,3,3,3,3,3,4,17,17,17,17,17,236,0,3,3.134600424515557,1.7238000000361353,17.47570000588894,901.5635593220339
1759515575,20,,Aggregated,13.800000,0.000000,3,3,3,3,4,4,8,17,17,17,17,252,0,3,3.117447223173388,1.7238000000361353,17.47570000588894,901.9087301587301
1759515576,20,,Aggregated,13.000000,0.000000,3,3,3,3,3,4,8,17,17,17,17,265,0,3,3.096227925534378,1.7238000000361353,17.47570000588894,905.3245283018867
1759515577,20,,Aggregated,12.900000,0.000000,3,3,3,3,3,4,8,17,17,17,17,273,0,3,3.092184982747829,1.7238000000361353,17.47570000588894,901.9230769230769
1759515578,20,,Aggregated,12.800000,0.000000,3,3,3,3,4,4,8,17,17,17,17,288,0,3,3.0804031259524183,1.7238000000361353,17.47570000588894,899.8611111111111
1759515579,20,,Aggregated,12.300000,0.000000,3,3,3,3,4,4,6,17,17,17,17,301,0,3,3.067390034164757,1.7238000000361353,17.47570000588894,899.827242524917
1759515580,20,,Aggregated,12.600000,0.000000,3,3,3,3,4,4,8,17,17,17,17,315,0,3,3.090096508718229,1.7238000000361353,17.47570000588894,899.2444444444444
